id,dia_da_semana,horario_de_pico,operacao_normal,estacao_de_entrada,sentido,esta_chovendo,lotacao_1_min_5_max,linha_8,linha_9
305,Segunda,Não,Não,Gen. Miguel Costa,Palmeiras Barra Funda,Não,1,4.0,0.0
306,Quarta,Não,Sim,Itapevi,Itapevi,Sim,2,8.0,0.0
307,Quinta,Sim,Não,Carapicuíba,Palmeiras Barra Funda,Não,3,11.0,0.0
308,Sábado,Sim,Não,Eng. Cardoso,Itapevi,Sim,4,12.0,0.0
309,Domingo,Sim,Sim,Itapevi,Itapevi,Não,4,9.0,0.0
310,Segunda,Não,Não,Amador Bueno,Palmeiras Barra Funda,Não,1,6.0,0.0
311,Quinta,Sim,Sim,Carapicuíba,Palmeiras Barra Funda,Não,4,13.0,0.0
312,Terça,Sim,Não,Jardim Belval,Itapevi,Não,5,11.0,0.0
313,Terça,Não,Sim,Jardim Silveira,Itapevi,Não,2,3.0,0.0
314,Terça,Sim,Sim,Com. Sampaio,Palmeiras Barra Funda,Não,4,15.0,0.0
315,Quarta,Sim,Sim,Barueri,Palmeiras Barra Funda,Não,3,13.0,0.0
316,Quarta,Sim,Sim,Pres. Altino,Itapevi,Não,5,13.0,0.0
317,Segunda,Sim,Sim,Imperatriz Leopoldina,Itapevi,Não,3,11.0,0.0
318,Sábado,Não,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Sim,3,7.0,0.0
319,Domingo,Sim,Sim,Jardim Silveira,Itapevi,Não,5,10.0,0.0
320,Quarta,Sim,Sim,Pres. Altino,Itapevi,Não,4,14.0,0.0
321,Domingo,Sim,Sim,Eng. Cardoso,Palmeiras Barra Funda,Não,5,13.0,0.0
322,Sexta,Não,Não,Com. Sampaio,Palmeiras Barra Funda,Não,3,5.0,0.0
323,Sábado,Não,Não,Jandira,Palmeiras Barra Funda,Não,2,5.0,0.0
324,Domingo,Não,Sim,Santa Rita,Palmeiras Barra Funda,Não,1,5.0,0.0
325,Sexta,Não,Não,Pres. Altino,Itapevi,Não,1,4.0,0.0
326,Terça,Não,Sim,Itapevi,Itapevi,Não,3,6.0,0.0
327,Segunda,Sim,Sim,Eng. Cardoso,Palmeiras Barra Funda,Não,4,14.0,0.0
328,Sábado,Sim,Não,Eng. Cardoso,Palmeiras Barra Funda,Sim,3,11.0,0.0
329,Terça,Não,Sim,Palmeiras Barra Funda,Itapevi,Não,3,6.0,0.0
330,Sábado,Sim,Sim,Lapa,Itapevi,Não,3,13.0,0.0
331,Quarta,Não,Sim,Jardim Belval,Itapevi,Não,2,4.0,0.0
332,Quarta,Sim,Não,Domingo de Moraes,Palmeiras Barra Funda,Não,4,11.0,0.0
333,Quarta,Sim,Sim,Itapevi,Palmeiras Barra Funda,Não,5,9.0,0.0
334,Domingo,Sim,Não,Lapa,Itapevi,Não,4,12.0,0.0
335,Quinta,Sim,Sim,Antônio João,Itapevi,Não,5,14.0,0.0
336,Quarta,Não,Sim,Eng. Cardoso,Palmeiras Barra Funda,Não,1,4.0,0.0
337,Quinta,Sim,Sim,Antônio João,Itapevi,Não,5,10.0,0.0
338,Domingo,Sim,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Não,4,9.0,0.0
339,Quarta,Não,Não,Jardim Belval,Itapevi,Não,3,7.0,0.0
340,Quinta,Sim,Sim,Jandira,Palmeiras Barra Funda,Não,5,12.0,0.0
341,Segunda,Sim,Sim,Amador Bueno,Itapevi,Não,5,10.0,0.0
342,Domingo,Sim,Sim,Quitaúna,Itapevi,Não,3,14.0,0.0
343,Terça,Sim,Não,Sagrado Coração,Itapevi,Não,4,14.0,0.0
344,Quinta,Sim,Sim,Osasco,Palmeiras Barra Funda,Sim,5,13.0,0.0
345,Sábado,Não,Sim,Eng. Cardoso,Itapevi,Não,2,6.0,0.0
346,Sexta,Sim,Sim,Eng. Cardoso,Palmeiras Barra Funda,Não,5,12.0,0.0
347,Sábado,Sim,Sim,Barueri,Palmeiras Barra Funda,Não,3,10.0,0.0
348,Sexta,Não,Não,Antônio João,Itapevi,Não,1,7.0,0.0
349,Sábado,Sim,Sim,Imperatriz Leopoldina,Itapevi,Não,4,11.0,0.0
350,Segunda,Sim,Não,Osasco,Itapevi,Não,5,10.0,0.0
351,Domingo,Sim,Sim,Imperatriz Leopoldina,Itapevi,Não,3,9.0,0.0
352,Sexta,Sim,Sim,Jandira,Itapevi,Não,4,12.0,0.0
353,Quarta,Sim,Sim,Carapicuíba,Itapevi,Não,5,12.0,0.0
354,Quinta,Não,Sim,Santa Terezinha,Itapevi,Não,1,8.0,0.0
355,Domingo,Sim,Sim,Com. Sampaio,Palmeiras Barra Funda,Não,4,10.0,0.0
356,Sábado,Sim,Sim,Palmeiras Barra Funda,Itapevi,Não,5,9.0,0.0
357,Terça,Não,Sim,Domingo de Moraes,Itapevi,Não,1,4.0,0.0
358,Domingo,Não,Sim,Lapa,Palmeiras Barra Funda,Não,1,3.0,0.0
359,Sexta,Sim,Sim,Eng. Cardoso,Palmeiras Barra Funda,Não,5,11.0,0.0
360,Terça,Sim,Sim,Gen. Miguel Costa,Itapevi,Não,5,13.0,0.0
361,Quarta,Não,Não,Imperatriz Leopoldina,Itapevi,Sim,1,7.0,0.0
362,Segunda,Sim,Sim,Gen. Miguel Costa,Palmeiras Barra Funda,Não,4,11.0,0.0
363,Quarta,Sim,Não,Domingo de Moraes,Itapevi,Sim,3,13.0,0.0
364,Quarta,Sim,Sim,Com. Sampaio,Itapevi,Não,3,9.0,0.0
365,Sábado,Sim,Sim,Itapevi,Palmeiras Barra Funda,Não,4,9.0,0.0
366,Segunda,Sim,Sim,Gen. Miguel Costa,Itapevi,Sim,4,12.0,0.0
367,Sábado,Sim,Sim,Com. Sampaio,Itapevi,Não,4,15.0,0.0
368,Quinta,Sim,Sim,Amador Bueno,Palmeiras Barra Funda,Não,4,11.0,0.0
369,Segunda,Sim,Sim,Palmeiras Barra Funda,Palmeiras Barra Funda,Não,4,12.0,0.0
370,Domingo,Sim,Sim,Jardim Silveira,Itapevi,Não,5,12.0,0.0
371,Terça,Não,Sim,Osasco,Itapevi,Não,2,6.0,0.0
372,Sábado,Sim,Sim,Gen. Miguel Costa,Itapevi,Não,3,9.0,0.0
373,Segunda,Não,Sim,Júlio Prestes,Palmeiras Barra Funda,Não,2,8.0,0.0
374,Terça,Sim,Sim,Lapa,Palmeiras Barra Funda,Sim,3,10.0,0.0
375,Quinta,Não,Sim,Santa Terezinha,Itapevi,Sim,2,5.0,0.0
376,Sábado,Sim,Não,Palmeiras Barra Funda,Palmeiras Barra Funda,Sim,5,11.0,0.0
377,Segunda,Não,Sim,Carapicuíba,Itapevi,Não,3,3.0,0.0
378,Sexta,Não,Sim,Jardim Belval,Palmeiras Barra Funda,Não,1,6.0,0.0
379,Segunda,Sim,Sim,Jardim Silveira,Itapevi,Não,4,14.0,0.0
380,Quarta,Não,Sim,Palmeiras Barra Funda,Itapevi,Não,3,8.0,0.0
381,Sexta,Sim,Sim,Júlio Prestes,Itapevi,Não,5,14.0,0.0
382,Sexta,Sim,Sim,Barueri,Itapevi,Não,5,11.0,0.0
383,Segunda,Sim,Sim,Pres. Altino,Itapevi,Não,5,12.0,0.0
384,Quarta,Não,Sim,Jardim Silveira,Palmeiras Barra Funda,Não,2,3.0,0.0
385,Sábado,Não,Sim,Quitaúna,Itapevi,Não,1,6.0,0.0
386,Sexta,Não,Sim,Barueri,Palmeiras Barra Funda,Não,1,4.0,0.0
387,Sexta,Não,Sim,Santa Terezinha,Itapevi,Não,2,5.0,0.0
388,Quinta,Não,Sim,Osasco,Palmeiras Barra Funda,Sim,1,4.0,0.0
389,Terça,Não,Sim,Santa Rita,Itapevi,Não,1,7.0,0.0
390,Domingo,Sim,Sim,Barueri,Itapevi,Não,4,13.0,0.0
391,Sábado,Sim,Sim,Itapevi,Palmeiras Barra Funda,Sim,4,15.0,0.0
392,Sexta,Não,Sim,Palmeiras Barra Funda,Itapevi,Não,3,3.0,0.0
393,Quarta,Não,Não,Carapicuíba,Palmeiras Barra Funda,Não,2,8.0,0.0
394,Sexta,Sim,Não,Eng. Cardoso,Itapevi,Não,4,11.0,0.0
395,Segunda,Sim,Sim,Jardim Silveira,Itapevi,Não,5,14.0,0.0
396,Segunda,Sim,Não,Lapa,Palmeiras Barra Funda,Não,5,11.0,0.0
397,Sexta,Sim,Sim,Santa Terezinha,Palmeiras Barra Funda,Não,5,12.0,0.0
398,Terça,Sim,Não,Osasco,Itapevi,Não,4,10.0,0.0
399,Quarta,Não,Não,Amador Bueno,Palmeiras Barra Funda,Não,1,7.0,0.0
400,Domingo,Não,Sim,Santa Rita,Itapevi,Não,3,8.0,0.0
401,Terça,Não,Não,Amador Bueno,Itapevi,Sim,3,5.0,0.0
402,Sábado,Sim,Sim,Lapa,Palmeiras Barra Funda,Não,3,14.0,0.0
403,Quarta,Não,Sim,Domingo de Moraes,Palmeiras Barra Funda,Não,2,5.0,0.0
404,Segunda,Não,Sim,Imperatriz Leopoldina,Itapevi,Não,2,4.0,0.0
405,Domingo,Sim,Sim,Lapa,Itapevi,Sim,5,14.0,0.0
406,Domingo,Não,Sim,Quitaúna,Palmeiras Barra Funda,Sim,1,7.0,0.0
407,Sexta,Não,Sim,Com. Sampaio,Palmeiras Barra Funda,Sim,1,5.0,0.0
408,Sexta,Não,Não,Eng. Cardoso,Itapevi,Não,3,8.0,0.0
409,Quinta,Sim,Sim,Domingo de Moraes,Palmeiras Barra Funda,Não,4,12.0,0.0
410,Domingo,Não,Sim,Jardim Silveira,Palmeiras Barra Funda,Não,2,6.0,0.0
411,Quarta,Não,Sim,Gen. Miguel Costa,Palmeiras Barra Funda,Não,2,6.0,0.0
412,Quarta,Sim,Sim,Imperatriz Leopoldina,Itapevi,Não,5,14.0,0.0
413,Quarta,Sim,Sim,Eng. Cardoso,Palmeiras Barra Funda,Não,5,14.0,0.0
414,Terça,Sim,Sim,Gen. Miguel Costa,Itapevi,Sim,5,15.0,0.0
415,Quarta,Não,Sim,Jardim Silveira,Palmeiras Barra Funda,Não,1,5.0,0.0
416,Sábado,Sim,Sim,Osasco,Itapevi,Não,4,15.0,0.0
417,Segunda,Não,Não,Barueri,Itapevi,Não,1,6.0,0.0
418,Sexta,Sim,Não,Antônio João,Palmeiras Barra Funda,Não,5,14.0,0.0
419,Terça,Não,Sim,Domingo de Moraes,Itapevi,Não,3,8.0,0.0
420,Segunda,Não,Sim,Santa Terezinha,Palmeiras Barra Funda,Não,3,3.0,0.0
421,Quarta,Sim,Sim,Júlio Prestes,Itapevi,Não,5,12.0,0.0
422,Terça,Sim,Sim,Domingo de Moraes,Itapevi,Não,3,12.0,0.0
423,Segunda,Sim,Não,Sagrado Coração,Itapevi,Sim,5,10.0,0.0
424,Sexta,Não,Não,Santa Terezinha,Palmeiras Barra Funda,Não,3,4.0,0.0
425,Quarta,Não,Não,Itapevi,Itapevi,Não,1,4.0,0.0
426,Segunda,Sim,Sim,Lapa,Palmeiras Barra Funda,Não,4,12.0,0.0
427,Sábado,Não,Sim,Lapa,Itapevi,Sim,1,5.0,0.0
428,Quinta,Não,Sim,Santa Terezinha,Palmeiras Barra Funda,Sim,1,8.0,0.0
429,Segunda,Sim,Sim,Jardim Silveira,Itapevi,Não,4,15.0,0.0
430,Terça,Não,Sim,Itapevi,Itapevi,Não,3,8.0,0.0
431,Sábado,Sim,Sim,Imperatriz Leopoldina,Itapevi,Não,4,15.0,0.0
432,Sexta,Não,Sim,Barueri,Itapevi,Não,2,5.0,0.0
433,Quinta,Não,Sim,Barueri,Itapevi,Não,1,3.0,0.0
434,Terça,Não,Sim,Com. Sampaio,Itapevi,Não,1,8.0,0.0
435,Quinta,Sim,Sim,Antônio João,Itapevi,Sim,4,14.0,0.0
436,Quinta,Sim,Sim,Santa Rita,Itapevi,Não,3,9.0,0.0
437,Domingo,Sim,Não,Jandira,Palmeiras Barra Funda,Não,5,11.0,0.0
438,Segunda,Sim,Sim,Osasco,Palmeiras Barra Funda,Não,4,15.0,0.0
439,Segunda,Sim,Sim,Carapicuíba,Palmeiras Barra Funda,Não,3,15.0,0.0
440,Terça,Sim,Sim,Antônio João,Palmeiras Barra Funda,Sim,3,12.0,0.0
441,Sábado,Sim,Sim,Itapevi,Palmeiras Barra Funda,Não,4,12.0,0.0
442,Segunda,Sim,Sim,Palmeiras Barra Funda,Palmeiras Barra Funda,Não,4,10.0,0.0
443,Quinta,Não,Sim,Júlio Prestes,Palmeiras Barra Funda,Não,1,4.0,0.0
444,Sexta,Sim,Não,Santa Terezinha,Palmeiras Barra Funda,Não,3,13.0,0.0
445,Sexta,Sim,Sim,Eng. Cardoso,Palmeiras Barra Funda,Não,4,13.0,0.0
446,Terça,Sim,Não,Sagrado Coração,Itapevi,Não,4,12.0,0.0
447,Sábado,Sim,Sim,Jardim Belval,Itapevi,Não,3,15.0,0.0
448,Terça,Não,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Não,3,7.0,0.0
449,Terça,Sim,Sim,Jardim Belval,Palmeiras Barra Funda,Sim,5,14.0,0.0
450,Segunda,Não,Sim,Sagrado Coração,Itapevi,Não,2,7.0,0.0
451,Quinta,Não,Sim,Júlio Prestes,Palmeiras Barra Funda,Não,3,3.0,0.0
452,Segunda,Sim,Sim,Antônio João,Itapevi,Sim,5,9.0,0.0
453,Sexta,Sim,Sim,Gen. Miguel Costa,Itapevi,Sim,4,12.0,0.0
454,Terça,Sim,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Não,5,15.0,0.0
455,Sexta,Não,Sim,Eng. Cardoso,Palmeiras Barra Funda,Não,1,6.0,0.0
456,Segunda,Sim,Sim,Domingo de Moraes,Itapevi,Não,5,9.0,0.0
457,Segunda,Sim,Sim,Eng. Cardoso,Itapevi,Sim,3,13.0,0.0
458,Segunda,Sim,Sim,Jardim Silveira,Palmeiras Barra Funda,Não,4,12.0,0.0
459,Terça,Sim,Sim,Pres. Altino,Palmeiras Barra Funda,Não,4,13.0,0.0
460,Quinta,Sim,Não,Domingo de Moraes,Palmeiras Barra Funda,Não,4,13.0,0.0
461,Sábado,Sim,Sim,Amador Bueno,Itapevi,Não,5,15.0,0.0
462,Sexta,Sim,Sim,Palmeiras Barra Funda,Itapevi,Sim,5,10.0,0.0
463,Sábado,Sim,Sim,Pres. Altino,Itapevi,Sim,4,9.0,0.0
464,Quinta,Não,Não,Jardim Belval,Itapevi,Não,1,8.0,0.0
465,Segunda,Sim,Sim,Amador Bueno,Palmeiras Barra Funda,Não,5,15.0,0.0
466,Terça,Sim,Sim,Antônio João,Palmeiras Barra Funda,Não,4,11.0,0.0
467,Domingo,Não,Não,Santa Rita,Palmeiras Barra Funda,Não,2,5.0,0.0
468,Segunda,Sim,Sim,Palmeiras Barra Funda,Palmeiras Barra Funda,Não,5,9.0,0.0
469,Segunda,Sim,Sim,Pres. Altino,Itapevi,Não,3,10.0,0.0
470,Sexta,Não,Sim,Carapicuíba,Itapevi,Não,3,4.0,0.0
471,Quinta,Sim,Sim,Santa Terezinha,Itapevi,Não,4,9.0,0.0
472,Segunda,Sim,Sim,Santa Terezinha,Palmeiras Barra Funda,Não,3,11.0,0.0
473,Terça,Sim,Sim,Itapevi,Palmeiras Barra Funda,Não,5,12.0,0.0
474,Quarta,Sim,Sim,Jardim Belval,Itapevi,Não,5,9.0,0.0
475,Quarta,Sim,Sim,Sagrado Coração,Itapevi,Não,4,13.0,0.0
476,Sexta,Não,Sim,Jardim Silveira,Palmeiras Barra Funda,Não,3,7.0,0.0
477,Domingo,Sim,Sim,Sagrado Coração,Palmeiras Barra Funda,Sim,3,13.0,0.0
478,Domingo,Sim,Sim,Domingo de Moraes,Itapevi,Não,3,9.0,0.0
479,Sexta,Sim,Sim,Itapevi,Itapevi,Não,4,13.0,0.0
480,Segunda,Sim,Sim,Itapevi,Itapevi,Não,4,15.0,0.0
481,Domingo,Sim,Não,Imperatriz Leopoldina,Itapevi,Não,4,15.0,0.0
482,Domingo,Sim,Sim,Eng. Cardoso,Itapevi,Sim,3,15.0,0.0
483,Quarta,Não,Não,Palmeiras Barra Funda,Palmeiras Barra Funda,Sim,3,5.0,0.0
484,Sábado,Sim,Sim,Barueri,Itapevi,Não,4,10.0,0.0
485,Quinta,Sim,Sim,Gen. Miguel Costa,Itapevi,Não,3,11.0,0.0
486,Quarta,Sim,Sim,Imperatriz Leopoldina,Itapevi,Não,5,9.0,0.0
487,Segunda,Sim,Sim,Santa Rita,Itapevi,Não,3,11.0,0.0
488,Quarta,Sim,Sim,Carapicuíba,Palmeiras Barra Funda,Não,3,12.0,0.0
489,Terça,Não,Sim,Jandira,Palmeiras Barra Funda,Não,3,4.0,0.0
490,Sexta,Sim,Sim,Sagrado Coração,Palmeiras Barra Funda,Sim,3,10.0,0.0
491,Sexta,Não,Sim,Barueri,Palmeiras Barra Funda,Não,1,3.0,0.0
492,Quarta,Não,Não,Júlio Prestes,Palmeiras Barra Funda,Sim,2,3.0,0.0
493,Segunda,Sim,Sim,Antônio João,Itapevi,Sim,3,9.0,0.0
494,Quinta,Sim,Não,Sagrado Coração,Itapevi,Não,5,15.0,0.0
495,Sexta,Sim,Não,Itapevi,Palmeiras Barra Funda,Não,4,10.0,0.0
496,Terça,Sim,Sim,Domingo de Moraes,Palmeiras Barra Funda,Não,3,13.0,0.0
497,Segunda,Sim,Sim,Palmeiras Barra Funda,Palmeiras Barra Funda,Não,3,11.0,0.0
498,Sábado,Sim,Não,Santa Terezinha,Palmeiras Barra Funda,Não,4,13.0,0.0
499,Domingo,Sim,Sim,Jandira,Itapevi,Não,3,13.0,0.0
500,Sexta,Sim,Sim,Com. Sampaio,Palmeiras Barra Funda,Sim,5,12.0,0.0
501,Quinta,Sim,Sim,Gen. Miguel Costa,Palmeiras Barra Funda,Sim,4,10.0,0.0
502,Sexta,Não,Sim,Pres. Altino,Itapevi,Sim,1,6.0,0.0
503,Sábado,Sim,Não,Pres. Altino,Palmeiras Barra Funda,Não,4,11.0,0.0
504,Terça,Sim,Sim,Com. Sampaio,Palmeiras Barra Funda,Sim,4,13.0,0.0
505,Quarta,Sim,Não,Gen. Miguel Costa,Palmeiras Barra Funda,Não,4,15.0,0.0
506,Terça,Sim,Não,Domingo de Moraes,Palmeiras Barra Funda,Não,5,11.0,0.0
507,Domingo,Sim,Sim,Barueri,Palmeiras Barra Funda,Não,4,10.0,0.0
508,Sexta,Sim,Não,Barueri,Itapevi,Não,5,10.0,0.0
509,Segunda,Sim,Sim,Lapa,Itapevi,Não,5,15.0,0.0
510,Sábado,Não,Sim,Palmeiras Barra Funda,Itapevi,Não,1,3.0,0.0
511,Quarta,Sim,Sim,Domingo de Moraes,Palmeiras Barra Funda,Não,5,11.0,0.0
512,Terça,Não,Não,Santa Rita,Palmeiras Barra Funda,Não,3,8.0,0.0
513,Segunda,Sim,Sim,Pres. Altino,Palmeiras Barra Funda,Não,4,12.0,0.0
514,Segunda,Sim,Sim,Carapicuíba,Palmeiras Barra Funda,Não,5,13.0,0.0
515,Domingo,Sim,Não,Carapicuíba,Palmeiras Barra Funda,Não,4,13.0,0.0
516,Sábado,Sim,Não,Quitaúna,Palmeiras Barra Funda,Não,4,12.0,0.0
517,Domingo,Sim,Sim,Carapicuíba,Itapevi,Sim,4,9.0,0.0
518,Terça,Sim,Sim,Barueri,Palmeiras Barra Funda,Não,5,10.0,0.0
519,Segunda,Não,Não,Jardim Belval,Itapevi,Não,2,7.0,0.0
520,Quarta,Não,Sim,Com. Sampaio,Palmeiras Barra Funda,Não,1,5.0,0.0
521,Quinta,Sim,Sim,Jandira,Itapevi,Não,5,12.0,0.0
522,Terça,Sim,Sim,Domingo de Moraes,Itapevi,Sim,5,13.0,0.0
523,Terça,Sim,Não,Jandira,Itapevi,Sim,4,9.0,0.0
524,Sexta,Sim,Sim,Carapicuíba,Palmeiras Barra Funda,Não,4,10.0,0.0
525,Terça,Sim,Sim,Jardim Belval,Itapevi,Não,3,10.0,0.0
526,Domingo,Sim,Não,Com. Sampaio,Itapevi,Não,4,13.0,0.0
527,Quarta,Sim,Não,Júlio Prestes,Itapevi,Não,4,10.0,0.0
528,Quinta,Sim,Sim,Osasco,Itapevi,Não,5,13.0,0.0
529,Segunda,Sim,Sim,Antônio João,Itapevi,Não,4,10.0,0.0
530,Sábado,Sim,Sim,Amador Bueno,Itapevi,Sim,5,9.0,0.0
531,Terça,Sim,Não,Jardim Belval,Itapevi,Sim,4,10.0,0.0
532,Quarta,Sim,Sim,Quitaúna,Itapevi,Não,4,9.0,0.0
533,Quarta,Sim,Sim,Amador Bueno,Itapevi,Não,5,9.0,0.0
534,Segunda,Sim,Sim,Amador Bueno,Itapevi,Sim,5,15.0,0.0
535,Terça,Não,Sim,Júlio Prestes,Palmeiras Barra Funda,Não,2,8.0,0.0
536,Quarta,Não,Não,Pres. Altino,Itapevi,Não,2,4.0,0.0
537,Sexta,Sim,Não,Palmeiras Barra Funda,Palmeiras Barra Funda,Não,5,13.0,0.0
538,Sábado,Sim,Não,Osasco,Itapevi,Não,3,13.0,0.0
539,Domingo,Sim,Sim,Lapa,Palmeiras Barra Funda,Não,5,12.0,0.0
540,Quarta,Sim,Sim,Itapevi,Palmeiras Barra Funda,Não,4,12.0,0.0
541,Segunda,Sim,Sim,Jandira,Palmeiras Barra Funda,Não,5,10.0,0.0
542,Quarta,Sim,Sim,Santa Rita,Palmeiras Barra Funda,Sim,5,11.0,0.0
543,Sexta,Não,Não,Barueri,Palmeiras Barra Funda,Sim,1,7.0,0.0
544,Quinta,Sim,Sim,Santa Terezinha,Palmeiras Barra Funda,Não,3,14.0,0.0
545,Domingo,Sim,Sim,Gen. Miguel Costa,Palmeiras Barra Funda,Sim,4,9.0,0.0
546,Terça,Sim,Sim,Amador Bueno,Itapevi,Não,4,14.0,0.0
547,Sábado,Sim,Não,Amador Bueno,Palmeiras Barra Funda,Não,3,15.0,0.0
548,Domingo,Sim,Sim,Palmeiras Barra Funda,Itapevi,Não,5,13.0,0.0
549,Sábado,Sim,Sim,Domingo de Moraes,Itapevi,Não,4,9.0,0.0
550,Sábado,Não,Não,Eng. Cardoso,Itapevi,Sim,1,3.0,0.0
551,Quinta,Sim,Sim,Jardim Silveira,Palmeiras Barra Funda,Não,4,14.0,0.0
552,Sexta,Sim,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Sim,4,12.0,0.0
553,Segunda,Sim,Sim,Itapevi,Palmeiras Barra Funda,Não,4,14.0,0.0
554,Segunda,Sim,Sim,Pres. Altino,Palmeiras Barra Funda,Não,4,9.0,0.0
555,Domingo,Não,Sim,Quitaúna,Itapevi,Não,3,7.0,0.0
556,Quarta,Sim,Sim,Jardim Silveira,Palmeiras Barra Funda,Não,3,10.0,0.0
557,Terça,Não,Sim,Carapicuíba,Palmeiras Barra Funda,Não,2,7.0,0.0
558,Domingo,Sim,Não,Gen. Miguel Costa,Palmeiras Barra Funda,Não,5,9.0,0.0
559,Sexta,Sim,Sim,Amador Bueno,Itapevi,Não,4,13.0,0.0
560,Domingo,Sim,Sim,Santa Terezinha,Palmeiras Barra Funda,Não,4,15.0,0.0
561,Quarta,Sim,Sim,Gen. Miguel Costa,Itapevi,Não,3,14.0,0.0
562,Segunda,Sim,Sim,Gen. Miguel Costa,Itapevi,Não,5,9.0,0.0
563,Quarta,Sim,Não,Santa Rita,Itapevi,Não,4,13.0,0.0
564,Quarta,Sim,Sim,Amador Bueno,Itapevi,Não,4,10.0,0.0
565,Segunda,Sim,Sim,Santa Terezinha,Itapevi,Não,3,10.0,0.0
566,Terça,Sim,Não,Antônio João,Palmeiras Barra Funda,Sim,4,10.0,0.0
567,Terça,Não,Sim,Quitaúna,Itapevi,Sim,2,4.0,0.0
568,Sábado,Sim,Sim,Gen. Miguel Costa,Itapevi,Não,5,13.0,0.0
569,Sexta,Não,Sim,Jandira,Itapevi,Não,2,5.0,0.0
570,Sábado,Sim,Sim,Santa Rita,Itapevi,Não,3,10.0,0.0
571,Quarta,Sim,Sim,Barueri,Itapevi,Não,5,12.0,0.0
572,Quinta,Sim,Sim,Amador Bueno,Itapevi,Não,4,13.0,0.0
573,Sábado,Sim,Sim,Quitaúna,Palmeiras Barra Funda,Sim,5,14.0,0.0
574,Sábado,Sim,Sim,Gen. Miguel Costa,Palmeiras Barra Funda,Não,4,15.0,0.0
575,Sexta,Sim,Sim,Jandira,Itapevi,Não,5,10.0,0.0
576,Sábado,Sim,Sim,Domingo de Moraes,Itapevi,Não,5,11.0,0.0
577,Segunda,Sim,Sim,Barueri,Palmeiras Barra Funda,Não,3,14.0,0.0
578,Sexta,Sim,Sim,Jardim Silveira,Itapevi,Não,4,15.0,0.0
579,Quinta,Sim,Sim,Gen. Miguel Costa,Itapevi,Não,5,15.0,0.0
580,Sexta,Não,Sim,Sagrado Coração,Palmeiras Barra Funda,Sim,1,5.0,0.0
581,Sexta,Não,Sim,Júlio Prestes,Palmeiras Barra Funda,Não,2,5.0,0.0
582,Segunda,Sim,Sim,Lapa,Palmeiras Barra Funda,Não,4,9.0,0.0
583,Sexta,Não,Sim,Domingo de Moraes,Palmeiras Barra Funda,Não,2,5.0,0.0
584,Quarta,Sim,Sim,Júlio Prestes,Palmeiras Barra Funda,Não,5,12.0,0.0
585,Quarta,Sim,Não,Júlio Prestes,Palmeiras Barra Funda,Não,4,12.0,0.0
586,Quarta,Sim,Sim,Júlio Prestes,Itapevi,Não,5,12.0,0.0
587,Sábado,Não,Não,Jardim Silveira,Itapevi,Não,2,8.0,0.0
588,Sábado,Sim,Não,Eng. Cardoso,Itapevi,Não,5,12.0,0.0
589,Quarta,Sim,Sim,Antônio João,Itapevi,Sim,5,11.0,0.0
590,Domingo,Sim,Não,Gen. Miguel Costa,Itapevi,Sim,4,11.0,0.0
591,Quinta,Sim,Sim,Osasco,Palmeiras Barra Funda,Não,4,9.0,0.0
592,Terça,Não,Sim,Santa Rita,Itapevi,Não,1,6.0,0.0
593,Quarta,Sim,Sim,Santa Terezinha,Itapevi,Não,3,12.0,0.0
594,Quarta,Sim,Sim,Barueri,Itapevi,Não,4,9.0,0.0
595,Quinta,Sim,Não,Itapevi,Palmeiras Barra Funda,Não,3,12.0,0.0
596,Quarta,Sim,Sim,Júlio Prestes,Itapevi,Não,4,10.0,0.0
597,Sábado,Sim,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Não,4,11.0,0.0
598,Quinta,Sim,Sim,Pres. Altino,Palmeiras Barra Funda,Não,5,13.0,0.0
599,Terça,Sim,Sim,Júlio Prestes,Palmeiras Barra Funda,Não,5,10.0,0.0
600,Sexta,Sim,Não,Osasco,Palmeiras Barra Funda,Não,3,11.0,0.0
601,Segunda,Sim,Sim,Pres. Altino,Palmeiras Barra Funda,Não,4,14.0,0.0
602,Sexta,Não,Sim,Itapevi,Itapevi,Não,1,8.0,0.0
603,Sexta,Não,Sim,Carapicuíba,Palmeiras Barra Funda,Sim,1,8.0,0.0
604,Segunda,Sim,Não,Jandira,Palmeiras Barra Funda,Não,4,11.0,0.0
605,Quinta,Sim,Não,Domingo de Moraes,Itapevi,Não,5,10.0,0.0
606,Quarta,Sim,Sim,Santa Rita,Palmeiras Barra Funda,Não,4,11.0,0.0
607,Sábado,Sim,Sim,Júlio Prestes,Palmeiras Barra Funda,Não,5,9.0,0.0
608,Segunda,Sim,Sim,Pres. Altino,Palmeiras Barra Funda,Não,3,14.0,0.0
609,Quinta,Não,Sim,Jandira,Palmeiras Barra Funda,Sim,3,7.0,0.0
610,Sábado,Sim,Sim,Gen. Miguel Costa,Itapevi,Sim,4,12.0,0.0
611,Domingo,Não,Sim,Carapicuíba,Palmeiras Barra Funda,Não,1,6.0,0.0
